Transaction,Type,Credit Line,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXTHa70fB3OxLhsnpQvlfwMr6gQ,Interest,,NEXO,1.07635665,NEXO,1.07635665,$1.19,-,-,"approved / NEXO Interest Earned",2026-03-01 06:00:00
NXToD3GaMmeEeMEJDg74gKgKQwGlEn,Interest,,XRP,0.18445536,XRP,0.18445536,$0.10,-,-,"approved / XRP Interest Earned",2026-03-01 06:00:00
NXTkyT0GHoG2xHG1S8ObKb5WSxpaba,Interest,,LINK,0.29707006,LINK,0.29707006,$7.18,-,-,"approved / LINK Interest Earned",2026-03-01 06:00:00
NXTPMFZDnbEZo9YCkWnA1dZj,Interest,,DOGE,3.52205066,DOGE,3.52205066,$0.57,-,-,"approved / DOGE Interest Earned",2026-03-01 06:00:00
NXTKqon0kUOwKdXV17I3V0fPvMAi,Interest,,SOL,0.03280041,SOL,0.03280041,$7.67,-,-,"approved / SOL Interest Earned",2026-03-01 06:00:00
NXTSLMCC2RfOp4xfeMfmwtd,Interest,,ADA,0.21254924,ADA,0.21254924,$0.13,-,-,"approved / ADA Interest Earned",2026-03-01 06:00:00
NXTXxt3MuR4mJqHRHRE0QzeFV,Credit Card Withdrawal Credit,Card,xUSD,-143.97000000,xUSD,143.97000000,$143.97,-,-,"authorized / Nexo Card Loan Withdrawal",2026-03-01 00:00:00
NXTsv8fJUJHBidZT77q04xjCYy,Exchange Credit,Card,xUSD,-143.97000000,EURX,135.40000000,$143.97,-,-,"authorized / Nexo Card Loan Withdrawal",2026-03-01 00:00:00
NXTNJZktU2Y9Wipf7QF0ivi,Nexo Card Purchase,Card,xUSD,-143.97000000,EURX,135.40000000,$143.97,-,-,"approved / MEDIAMARKT | COLOGNE",2026-03-01 00:00:00
NXTGbIArssv6wUdB2GTuTSBh2,Cashback,,NEXO,1.38977747,NEXO,1.38977747,$1.44,-,-,"approved / MEDIAMARKT | COLOGNE",2026-03-01 00:00:00
NXTZyaOtM2w1i3WWnuzM1Ad,Interest,,BTC,0.00012027,BTC,0.00012027,$10.83,-,-,"approved / BTC Interest Earned",2026-02-28 06:00:00
NXTMZ0NRAE3nXJ7K5tqC20cl1fXW,Interest,,ETH,0.00493398,ETH,0.00493398,$13.15,-,-,"approved / ETH Interest Earned",2026-02-28 06:00:00
NXTKbC4qeV1lPofeNdBzPoB,Interest,,NEXO,1.49066134,NEXO,1.49066134,$2.16,-,-,"approved / NEXO Interest Earned",2026-02-28 06:00:00
NXTW6Wa4Hgq8pHVatnm2Fqjw,Interest,,XRP,0.49641394,XRP,0.49641394,$1.17,-,-,"approved / XRP Interest Earned",2026-02-28 06:00:00
NXTyVcOuIbS4Jv2UHuZ1dftnHQXuHId,Interest,,LINK,0.19395062,LINK,0.19395062,$4.72,-,-,"approved / LINK Interest Earned",2026-02-28 06:00:00
NXTMSgrGGYvUNWhsAfKKpCc1zw0,Interest,,DOGE,2.66398516,DOGE,2.66398516,$0.81,-,-,"approved / DOGE Interest Earned",2026-02-28 06:00:00
NXTIsWPo2Qn5EAL3McPr5XoXgAlAq0M,Interest,,SOL,0.04562427,SOL,0.04562427,$5.19,-,-,"approved / SOL Interest Earned",2026-02-28 06:00:00
NXTt2Ionu6OUmOfmQmAY63kF,Interest,,ADA,0.30466294,ADA,0.30466294,$0.26,-,-,"approved / ADA Interest Earned",2026-02-28 06:00:00
NXTfdXIJoqyNAbPHNMUKRe5,Top up Crypto,,SOL,7.37176277,SOL,7.37176277,$1032.05,-,-,"approved / 95c5321868133553c8fdf0a7e99fa5ef684ed5c70e38f2f801acd618bfcafb27",2026-02-28 00:00:00
NXT0dov8AWFJohsYDZIgEtQsnrDW9OJ,Exchange Cashback,,USDC,0.85046303,USDC,0.85046303,$0.98,-,-,"approved / 1 % on top of your Exchange transaction",2026-02-28 00:00:00
NXTorIDlvGqLMZUfisy68lC0Lv,Interest,,BTC,0.00007874,BTC,0.00007874,$5.05,-,-,"approved / BTC Interest Earned",2026-02-27 06:00:00
NXTRuai5R0FSwWXbMKFAQRjRqX9Q5eqbF,Interest,,ETH,0.00394465,ETH,0.00394465,$14.75,-,-,"approved / ETH Interest Earned",2026-02-27 06:00:00
NXTEqZ6t90MySESJNCjiA1xPUup6aEiW,Interest,,NEXO,0.98761554,NEXO,0.98761554,$0.94,-,-,"approved / NEXO Interest Earned",2026-02-27 06:00:00
NXT0X8LVQRpHctpoIOQhA3eV2E2dy1,Interest,,XRP,0.38396784,XRP,0.38396784,$0.84,-,-,"approved / XRP Interest Earned",2026-02-27 06:00:00
NXTw2vJ13jiqt6vnhs89tVlXJxfB,Interest,,LINK,0.45718681,LINK,0.45718681,$8.69,-,-,"approved / LINK Interest Earned",2026-02-27 06:00:00
NXToeAu4DvOVLRaAYzgWYGE,Interest,,DOGE,3.03803960,DOGE,3.03803960,$0.42,-,-,"approved / DOGE Interest Earned",2026-02-27 06:00:00
NXThClbxXoGetH3XKU3yF7oWlrwewt1Il,Interest,,SOL,0.00301077,SOL,0.00301077,$0.64,-,-,"approved / SOL Interest Earned",2026-02-27 06:00:00
NXTzqTv9JuMIHq7Ko6ZvteV4N6QxFsDux,Interest,,ADA,0.30298673,ADA,0.30298673,$0.10,-,-,"approved / ADA Interest Earned",2026-02-27 06:00:00
NXTBxUCP8heK70OLfxUa18NakB,Interest,,BTC,0.00041959,BTC,0.00041959,$38.73,-,-,"approved / BTC Interest Earned",2026-02-26 06:00:00
NXTslF06a8nHFUAWr3vITfVHHTZ,Interest,,ETH,0.00437814,ETH,0.00437814,$16.02,-,-,"approved / ETH Interest Earned",2026-02-26 06:00:00
NXTLllmKkI5FbQDx9XGWrERxuai,Interest,,NEXO,1.24199970,NEXO,1.24199970,$1.44,-,-,"approved / NEXO Interest Earned",2026-02-26 06:00:00
NXTbFnjvCbekyUQxVJZt7OBgVj,Interest,,XRP,0.38625933,XRP,0.38625933,$0.49,-,-,"approved / XRP Interest Earned",2026-02-26 06:00:00
NXTYpBa8jQFDedpG0GUqMOoLy,Interest,,LINK,0.48074744,LINK,0.48074744,$6.74,-,-,"approved / LINK Interest Earned",2026-02-26 06:00:00
NXTnXVpmmBAFIXGXjF7n1AH4xliuEZLSM,Interest,,DOGE,2.65251664,DOGE,2.65251664,$0.41,-,-,"approved / DOGE Interest Earned",2026-02-26 06:00:00
NXTTwhLb6p4zP55k4WSdyjSzNl,Interest,,SOL,0.02451620,SOL,0.02451620,$6.23,-,-,"approved / SOL Interest Earned",2026-02-26 06:00:00
NXTBTBV07PoLe98cOB4FW3ocnEcA8,Interest,,ADA,0.26753558,ADA,0.26753558,$0.08,-,-,"approved / ADA Interest Earned",2026-02-26 06:00:00
NXTn4rMpTFDQ5EQ5Y4nPBy3,Interest,,BTC,0.00049326,BTC,0.00049326,$30.54,-,-,"approved / BTC Interest Earned",2026-02-25 06:00:00
NXT5DXE4MGFs0MSM2CKfsLC70zOL5K4,Interest,,ETH,0.00366046,ETH,0.00366046,$7.44,-,-,"approved / ETH Interest Earned",2026-02-25 06:00:00
NXTXfHO1W46VP7y1HOLGjblxYdodtifq,Interest,,NEXO,0.43614694,NEXO,0.43614694,$0.42,-,-,"approved / NEXO Interest Earned",2026-02-25 06:00:00
NXTxfYnlILDdSNJ1ebq8NJUKdVm7H,Interest,,XRP,0.12577986,XRP,0.12577986,$0.24,-,-,"approved / XRP Interest Earned",2026-02-25 06:00:00
NXTBEj66mstU9S9hT54MQsZN1Sw8e14b,Interest,,LINK,0.22929392,LINK,0.22929392,$2.00,-,-,"approved / LINK Interest Earned",2026-02-25 06:00:00
NXTt8bkgPbzp2XSnmYjd2BX,Interest,,DOGE,3.94683141,DOGE,3.94683141,$1.12,-,-,"approved / DOGE Interest Earned",2026-02-25 06:00:00
NXTkeD2L5YTsi6LgYEEqVfvfDub5Q,Interest,,SOL,0.02904488,SOL,0.02904488,$3.94,-,-,"approved / SOL Interest Earned",2026-02-25 06:00:00
NXTqd15KYMANNfykfvdA5GQWB,Interest,,ADA,0.90147781,ADA,0.90147781,$0.29,-,-,"approved / ADA Interest Earned",2026-02-25 06:00:00
NXTcxNwFwjfcFzv0mx8E1OqlqPZmB,Interest,,BTC,0.00036234,BTC,0.00036234,$26.58,-,-,"approved / BTC Interest Earned",2026-02-24 06:00:00
NXTKVdaeOj3Eyn3hnPNiffKYI17H,Interest,,ETH,0.00177590,ETH,0.00177590,$6.79,-,-,"approved / ETH Interest Earned",2026-02-24 06:00:00
NXTugGeTCUgbGSQthzsWuQMkgXZ2u,Interest,,NEXO,1.76297233,NEXO,1.76297233,$1.57,-,-,"approved / NEXO Interest Earned",2026-02-24 06:00:00
NXTmm0VCrpoi8UPAlXvpEOd12tUAVg,Interest,,XRP,0.38725909,XRP,0.38725909,$0.55,-,-,"approved / XRP Interest Earned",2026-02-24 06:00:00
NXTDVpQzH19mhWbmyStK07BBO,Interest,,LINK,0.14652412,LINK,0.14652412,$1.18,-,-,"approved / LINK Interest Earned",2026-02-24 06:00:00
NXTRHh01EMIkV34F67rcWdVvmVx,Interest,,DOGE,1.83097975,DOGE,1.83097975,$0.61,-,-,"approved / DOGE Interest Earned",2026-02-24 06:00:00
NXTuzIAUHWs2etkUNGR3NqZbwC3LS,Interest,,SOL,0.00364044,SOL,0.00364044,$0.69,-,-,"approved / SOL Interest Earned",2026-02-24 06:00:00
NXT0wV6V2YN13o8BQCtf13QpK3UVG,Interest,,ADA,1.95127719,ADA,1.95127719,$2.24,-,-,"approved / ADA Interest Earned",2026-02-24 06:00:00
NXT3Z95EtlM1lKtrSk5ukU7hT66K,Exchange Cashback,,USDC,2.10892798,USDC,2.10892798,$2.70,-,-,"approved / 1 % on top of your Exchange transaction",2026-02-24 00:00:00
NXTQmKjnelO32KlD88KUHrUNOpBU,Locking Term Deposit,,ETH,-0.48997273,ETH,0.48997273,$1469.92,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-02-24 00:00:00
NXTXksYCI6HlXvQbOrhasKygZDGXxJ,Interest,,BTC,0.00040027,BTC,0.00040027,$37.31,-,-,"approved / BTC Interest Earned",2026-02-23 06:00:00
NXTBMx58AkWouo5ZcP3OT6K1lNym,Interest,,ETH,0.00426298,ETH,0.00426298,$7.99,-,-,"approved / ETH Interest Earned",2026-02-23 06:00:00
NXTgYjwSEbnfYdvEPwmisIkuvJ,Interest,,NEXO,1.70107355,NEXO,1.70107355,$1.94,-,-,"approved / NEXO Interest Earned",2026-02-23 06:00:00
NXTDCeuQLvRFK44Wr3WkASELWmW1AVa,Interest,,XRP,0.19015953,XRP,0.19015953,$0.30,-,-,"approved / XRP Interest Earned",2026-02-23 06:00:00
NXTAHSDsPDutyBiQB66cxMg5hTt1yu1,Interest,,LINK,0.31975918,LINK,0.31975918,$2.78,-,-,"approved / LINK Interest Earned",2026-02-23 06:00:00
NXTog4fxNHtbx0gcSOap8powhukKfYym,Interest,,DOGE,1.81089251,DOGE,1.81089251,$0.41,-,-,"approved / DOGE Interest Earned",2026-02-23 06:00:00
NXTXFBOsrtq5maOWYV7TDsOsA0,Interest,,SOL,0.04485608,SOL,0.04485608,$9.90,-,-,"approved / SOL Interest Earned",2026-02-23 06:00:00
NXTFgpU2nW3RmuTCFx2CdZ1b,Interest,,ADA,1.66758228,ADA,1.66758228,$0.97,-,-,"approved / ADA Interest Earned",2026-02-23 06:00:00
NXTN6R06tLe8cXE9s9upZtF,Interest,,BTC,0.00022413,BTC,0.00022413,$17.90,-,-,"approved / BTC Interest Earned",2026-02-22 06:00:00
NXTvC6pYNgmkFKNk4Cn6WXVAtUHrE,Interest,,ETH,0.00169110,ETH,0.00169110,$4.28,-,-,"approved / ETH Interest Earned",2026-02-22 06:00:00
NXT8Qvrd3bbN0ozU3Iw4II8n8s7,Interest,,NEXO,0.67972615,NEXO,0.67972615,$0.83,-,-,"approved / NEXO Interest Earned",2026-02-22 06:00:00
NXTzY9VG7VYVPs3jaWnRHhoNNeL3P,Interest,,XRP,0.37545982,XRP,0.37545982,$0.32,-,-,"approved / XRP Interest Earned",2026-02-22 06:00:00
NXT2heUGNZnvLjewCSzcWx3BNb2,Interest,,LINK,0.26681952,LINK,0.26681952,$1.64,-,-,"approved / LINK Interest Earned",2026-02-22 06:00:00
NXThXdOLZdN1saiEiaxyrBzla,Interest,,DOGE,4.19122737,DOGE,4.19122737,$1.24,-,-,"approved / DOGE Interest Earned",2026-02-22 06:00:00
NXT52YzoNfpUCoK12Deg07A3in,Interest,,SOL,0.03201224,SOL,0.03201224,$1.97,-,-,"approved / SOL Interest Earned",2026-02-22 06:00:00
NXTT3rmTZT2dERiHKttdHOqIKEu,Interest,,ADA,1.60882272,ADA,1.60882272,$1.43,-,-,"approved / ADA Interest Earned",2026-02-22 06:00:00
NXTbajX7wLxtXIECwYcSxnNe,Interest,,BTC,0.00009383,BTC,0.00009383,$7.07,-,-,"approved / BTC Interest Earned",2026-02-21 06:00:00
NXTMDSZOedAu7yWnRVS3qefe,Interest,,ETH,0.00190294,ETH,0.00190294,$5.29,-,-,"approved / ETH Interest Earned",2026-02-21 06:00:00
NXT6EMgqZKIDRD8gzJivkt5fby,Interest,,NEXO,0.46023670,NEXO,0.46023670,$0.38,-,-,"approved / NEXO Interest Earned",2026-02-21 06:00:00
NXTDdKCdnwPWx1Hxa4WYcEZg4UihRI,Interest,,XRP,0.32416621,XRP,0.32416621,$0.57,-,-,"approved / XRP Interest Earned",2026-02-21 06:00:00
NXTcfUh7e4HexmqKaxCM30c8rsfXWAZI,Interest,,LINK,0.14817985,LINK,0.14817985,$3.64,-,-,"approved / LINK Interest Earned",2026-02-21 06:00:00
NXTxV446FxAjd2bWYpsYyu8R5jS0PX4Z,Interest,,DOGE,3.84658079,DOGE,3.84658079,$0.78,-,-,"approved / DOGE Interest Earned",2026-02-21 06:00:00
NXTR6M8a2s8Oin7lhCtFEhQmabfm,Interest,,SOL,0.01390535,SOL,0.01390535,$2.03,-,-,"approved / SOL Interest Earned",2026-02-21 06:00:00
NXTgGBZWCt2lUIEmd53LoR4z1U,Interest,,ADA,1.62376689,ADA,1.62376689,$0.61,-,-,"approved / ADA Interest Earned",2026-02-21 06:00:00
NXTgi0wbcn1Uv1oW99oqX8YfQq,Interest,,BTC,0.00006740,BTC,0.00006740,$6.09,-,-,"approved / BTC Interest Earned",2026-02-20 06:00:00
NXTockkXHlm08uhiP5UmUfjjBwxCs,Interest,,ETH,0.00459400,ETH,0.00459400,$13.81,-,-,"approved / ETH Interest Earned",2026-02-20 06:00:00
NXTj9Ju0XuYRrxYAfw37dxn953j5,Interest,,NEXO,1.47313260,NEXO,1.47313260,$1.36,-,-,"approved / NEXO Interest Earned",2026-02-20 06:00:00
NXTBCx0k4DesBaX9ukiSkcLA8jr,Interest,,XRP,0.24843569,XRP,0.24843569,$0.61,-,-,"approved / XRP Interest Earned",2026-02-20 06:00:00
NXTof075cOrUFE6eAhxv3Jw5fUT,Interest,,LINK,0.25245271,LINK,0.25245271,$1.77,-,-,"approved / LINK Interest Earned",2026-02-20 06:00:00
NXTpfbTnNLWRzHGFuSwvF6nqq,Interest,,DOGE,3.56832897,DOGE,3.56832897,$0.60,-,-,"approved / DOGE Interest Earned",2026-02-20 06:00:00
NXTBJVDiT5NOdVsxkDzp82GdQ5GNAX5V,Interest,,SOL,0.02852998,SOL,0.02852998,$3.12,-,-,"approved / SOL Interest Earned",2026-02-20 06:00:00
NXTua17GW2qg033Q1XzeSIKC,Interest,,ADA,0.54188116,ADA,0.54188116,$0.53,-,-,"approved / ADA Interest Earned",2026-02-20 06:00:00
NXTv1IBZ8yFvy8ofTQovvAsYMDWOHm4I3,Unlocking Term Deposit,,LINK,115.13098617,LINK,115.13098617,$1726.96,-,-,"approved / Transfer from Term Wallet to Savings Wallet",2026-02-20 05:00:00
NXTktWSNrwQuDBWEgOfrZ3mTMT30N,Top up Crypto,,ETH,0.21689651,ETH,0.21689651,$650.69,-,-,"approved / a94e6d023bcd4a4efdaf0d2096813bb3ed22941a90cf8a1a439f5a341375ab29",2026-02-20 00:00:00
NXTOqG8WqLSX6WIbrVPVyVH2NxQ1U,Transfer In,,ETH,0.54862290,ETH,0.54862290,$1645.87,-,-,"approved / Transfer from Credit Line Wallet to Savings Wallet",2026-02-20 00:00:00
NXTEWthgZzJK6Yu2ssRwtesttRF,Interest,,BTC,0.00033277,BTC,0.00033277,$28.86,-,-,"approved / BTC Interest Earned",2026-02-19 06:00:00
NXTstbIobof5se6gWRMEqnnE3iWBh,Interest,,ETH,0.00279863,ETH,0.00279863,$9.51,-,-,"approved / ETH Interest Earned",2026-02-19 06:00:00
NXTpktVXS0Prgrio1CjB4LvZd,Interest,,NEXO,0.78789368,NEXO,0.78789368,$1.09,-,-,"approved / NEXO Interest Earned",2026-02-19 06:00:00
NXTjK5IM36n7j9G4lNwQHWlzo6,Interest,,XRP,0.35365552,XRP,0.35365552,$0.78,-,-,"approved / XRP Interest Earned",2026-02-19 06:00:00
NXT2TIvFRJ8PG4XLqIE3IrWapm4U,Interest,,LINK,0.28735154,LINK,0.28735154,$3.26,-,-,"approved / LINK Interest Earned",2026-02-19 06:00:00
NXTYmrPSVBMqZ2PnsrmMV01MfT,Interest,,DOGE,4.51933339,DOGE,4.51933339,$0.83,-,-,"approved / DOGE Interest Earned",2026-02-19 06:00:00
NXTliOaFXE7sDoJbE3f4wMHK59dsg,Interest,,SOL,0.03838170,SOL,0.03838170,$2.84,-,-,"approved / SOL Interest Earned",2026-02-19 06:00:00
NXTlV9sMkcxKYwYHf5JEJgz0dgHdr8UCy,Interest,,ADA,1.97959782,ADA,1.97959782,$2.07,-,-,"approved / ADA Interest Earned",2026-02-19 06:00:00
NXTbwNzQIZRzprQRH4IFuLHsXt,Exchange Cashback,,USDC,1.40123524,USDC,1.40123524,$1.95,-,-,"approved / 0.5 % on top of your Exchange transaction",2026-02-19 00:00:00
NXTV881ZJx39QfPKgVYkHWIxL8WKw8,Interest,,BTC,0.00011048,BTC,0.00011048,$8.06,-,-,"approved / BTC Interest Earned",2026-02-18 06:00:00
NXTK02z0gxIPpb20NEhaSvei5Vq9R,Interest,,ETH,0.00267970,ETH,0.00267970,$9.56,-,-,"approved / ETH Interest Earned",2026-02-18 06:00:00
NXTmqqmvNAmw1RqQpHDREaIfWQRfSo,Interest,,NEXO,0.82910672,NEXO,0.82910672,$0.73,-,-,"approved / NEXO Interest Earned",2026-02-18 06:00:00
NXT6mforNBP2ViFVzpFVMcFePkTZ6ldrs,Interest,,XRP,0.26296369,XRP,0.26296369,$0.29,-,-,"approved / XRP Interest Earned",2026-02-18 06:00:00
NXTgEWWg2KDXcsi19KaWNFkrgchX,Interest,,LINK,0.41635426,LINK,0.41635426,$4.39,-,-,"approved / LINK Interest Earned",2026-02-18 06:00:00
NXT0WoErpn3dvPJuYfnpvhzkkf,Interest,,DOGE,3.44065239,DOGE,3.44065239,$1.48,-,-,"approved / DOGE Interest Earned",2026-02-18 06:00:00
NXT7QMI9zfxCNzcigia0OASNPnjJhR3u,Interest,,SOL,0.04405039,SOL,0.04405039,$9.94,-,-,"approved / SOL Interest Earned",2026-02-18 06:00:00
NXTq5x482JbiI0GFKKwPSrKis0,Interest,,ADA,1.30267370,ADA,1.30267370,$0.45,-,-,"approved / ADA Interest Earned",2026-02-18 06:00:00
NXTRXjgyBHLhkrj0nw3vkMwyvj,Interest,,BTC,0.00046663,BTC,0.00046663,$40.16,-,-,"approved / BTC Interest Earned",2026-02-17 06:00:00
NXT0c3J2eswmB0UV48k75VvAtEzw,Interest,,ETH,0.00311024,ETH,0.00311024,$6.88,-,-,"approved / ETH Interest Earned",2026-02-17 06:00:00
NXTStI16dCTK51exNti9uFa2AxLMcT,Interest,,NEXO,1.36166417,NEXO,1.36166417,$1.73,-,-,"approved / NEXO Interest Earned",2026-02-17 06:00:00
NXTza7yFWZFbszVu1NkNjugVYIkYS,Interest,,XRP,0.07119934,XRP,0.07119934,$0.14,-,-,"approved / XRP Interest Earned",2026-02-17 06:00:00
NXT3xuS2sCKDfPiLuwXLTHnN1,Interest,,LINK,0.16945451,LINK,0.16945451,$3.66,-,-,"approved / LINK Interest Earned",2026-02-17 06:00:00
NXTJMLMUAv65NLviSOtiaQefPUC,Interest,,DOGE,1.99173487,DOGE,1.99173487,$0.79,-,-,"approved / DOGE Interest Earned",2026-02-17 06:00:00
NXT3An0JLf1taPULy0MCOqbRMwG,Interest,,SOL,0.03854118,SOL,0.03854118,$1.90,-,-,"approved / SOL Interest Earned",2026-02-17 06:00:00
NXTwTkbsbFsfFH5zqcCBucxh9hc,Interest,,ADA,0.59727767,ADA,0.59727767,$0.53,-,-,"approved / ADA Interest Earned",2026-02-17 06:00:00
NXTvyfBRwL0xznjAGG7Ixfobjeo71BT,Exchange,,USDC,-66.63208654,EURX,61.69637643,$66.63,0.26353245,USDC,"approved / Exchange USDC to EURX",2026-02-17 00:00:00
NXTRmzCkgm1ydnlMnLEkKa5,Exchange Liquidation,Card,EURX,135.74000000,xUSD,151.34000000,$151.34,-,-,"approved / Crypto repayment / Exchange EURX to xUSD",2026-02-17 00:00:00
NXTfRMaKwdTspP0kJR9toFRbM4vR,Interest,,BTC,0.00007819,BTC,0.00007819,$6.30,-,-,"approved / BTC Interest Earned",2026-02-16 06:00:00
NXTrixmZp3NHtTze4msmdifcAdPWPTX,Interest,,ETH,0.00181831,ETH,0.00181831,$4.92,-,-,"approved / ETH Interest Earned",2026-02-16 06:00:00
NXTp95hEE28mSO5RcVZ4gSj8MGfxbAlk,Interest,,NEXO,0.17793855,NEXO,0.17793855,$0.19,-,-,"approved / NEXO Interest Earned",2026-02-16 06:00:00
NXTCNGPPZH6d5oHoyJDaPXPwLtWAq,Interest,,XRP,0.14888374,XRP,0.14888374,$0.22,-,-,"approved / XRP Interest Earned",2026-02-16 06:00:00
NXTQv4BlyKJysbjFqMdeNMqacNOMwDGxo,Interest,,LINK,0.07872623,LINK,0.07872623,$0.58,-,-,"approved / LINK Interest Earned",2026-02-16 06:00:00
NXTW2fxSonGB8tnVHdlsyGJk7wvuleQgN,Interest,,DOGE,2.02995999,DOGE,2.02995999,$0.58,-,-,"approved / DOGE Interest Earned",2026-02-16 06:00:00
NXTwtVItKaqwXZI8aligOCMdvp3L9oe7m,Interest,,SOL,0.04758890,SOL,0.04758890,$8.86,-,-,"approved / SOL Interest Earned",2026-02-16 06:00:00
NXToEFe942CKYB92hACNELV,Interest,,ADA,0.11185011,ADA,0.11185011,$0.06,-,-,"approved / ADA Interest Earned",2026-02-16 06:00:00
NXToCbUXZxeEqaL4xoegWYK1PyV,Interest,,BTC,0.00022038,BTC,0.00022038,$13.31,-,-,"approved / BTC Interest Earned",2026-02-15 06:00:00
NXT90qIkmM8N3I2CU6xp7aWhYNv2Cu,Interest,,ETH,0.00113192,ETH,0.00113192,$3.65,-,-,"approved / ETH Interest Earned",2026-02-15 06:00:00
NXTAso03qo2hxuvzKdspwOdv,Interest,,NEXO,1.61858750,NEXO,1.61858750,$1.59,-,-,"approved / NEXO Interest Earned",2026-02-15 06:00:00
NXTnutFGl6jMAF31mwRPMgL,Interest,,XRP,0.13847956,XRP,0.13847956,$0.25,-,-,"approved / XRP Interest Earned",2026-02-15 06:00:00
NXTFFyXJiSRqEzAkEeY7B17vUv,Interest,,LINK,0.44691888,LINK,0.44691888,$6.64,-,-,"approved / LINK Interest Earned",2026-02-15 06:00:00
NXTYAJMFOLHoXLTRGuMhJRVsntJh,Interest,,DOGE,1.37872418,DOGE,1.37872418,$0.23,-,-,"approved / DOGE Interest Earned",2026-02-15 06:00:00
NXTt22JCyti7wqt6wUQNC5bw5A5,Interest,,SOL,0.00878554,SOL,0.00878554,$0.33,-,-,"approved / SOL Interest Earned",2026-02-15 06:00:00
NXTWOBYEeNKyOV7g0bkXo6zwchTEFI,Interest,,ADA,1.61977161,ADA,1.61977161,$0.76,-,-,"approved / ADA Interest Earned",2026-02-15 06:00:00
NXTLIdbmykjqsZlwqyoiRRl,Interest,,BTC,0.00029887,BTC,0.00029887,$23.23,-,-,"approved / BTC Interest Earned",2026-02-14 06:00:00
NXT9otWy1l2J4pfRyY9WAHk7ZW2n,Interest,,ETH,0.00453043,ETH,0.00453043,$9.26,-,-,"approved / ETH Interest Earned",2026-02-14 06:00:00
NXT66ZujJys7eQFn3OClJKf,Interest,,NEXO,1.20401701,NEXO,1.20401701,$1.32,-,-,"approved / NEXO Interest Earned",2026-02-14 06:00:00
NXT1W6AR1v4dx21OwM6J6L9zBdlm,Interest,,XRP,0.16839009,XRP,0.16839009,$0.21,-,-,"approved / XRP Interest Earned",2026-02-14 06:00:00
NXTXvgrBaq3pjL0jmEDq3ji1QiOYX0lF,Interest,,LINK,0.17363247,LINK,0.17363247,$2.05,-,-,"approved / LINK Interest Earned",2026-02-14 06:00:00
NXTJ4pmCgPKwoIaToDbtTu7tAmPsnR7L7,Interest,,DOGE,3.50668830,DOGE,3.50668830,$1.41,-,-,"approved / DOGE Interest Earned",2026-02-14 06:00:00
NXToXVqMR21n6N6ksEzJiPc5i6KTv,Interest,,SOL,0.04834672,SOL,0.04834672,$11.34,-,-,"approved / SOL Interest Earned",2026-02-14 06:00:00
NXT5vhIJQgIN8Ak6Lm5tTvm57gnCsxA,Interest,,ADA,1.14700670,ADA,1.14700670,$0.33,-,-,"approved / ADA Interest Earned",2026-02-14 06:00:00
NXTcCkiCM614JTEsHyfV9QD1BnF2dgYcv,Interest,,BTC,0.00015053,BTC,0.00015053,$9.45,-,-,"approved / BTC Interest Earned",2026-02-13 06:00:00
NXTGw7jCuqXXyplrQypc05SzyU,Interest,,ETH,0.00359168,ETH,0.00359168,$11.47,-,-,"approved / ETH Interest Earned",2026-02-13 06:00:00
NXTKmKDi3sxTLUcDxd71PO9qfUUqE1,Interest,,NEXO,0.71727659,NEXO,0.71727659,$0.73,-,-,"approved / NEXO Interest Earned",2026-02-13 06:00:00
NXT5catWZoBlUyqu9ysV32fK4tyo1P,Interest,,XRP,0.12513066,XRP,0.12513066,$0.22,-,-,"approved / XRP Interest Earned",2026-02-13 06:00:00
NXTeEulLkCXKzsij2L5ppIu1,Interest,,LINK,0.26834828,LINK,0.26834828,$1.97,-,-,"approved / LINK Interest Earned",2026-02-13 06:00:00
NXTzQkP1503G1oAEIoPcmYmFyNvNly,Interest,,DOGE,4.84990868,DOGE,4.84990868,$1.03,-,-,"approved / DOGE Interest Earned",2026-02-13 06:00:00
NXTb6DwuddYEwMQOaDajc3CfigXrZEJ,Interest,,SOL,0.02659997,SOL,0.02659997,$2.97,-,-,"approved / SOL Interest Earned",2026-02-13 06:00:00
NXTzSFrJqEz2LTV6T2FitQk4f9ZLg4zeF,Interest,,ADA,1.19969042,ADA,1.19969042,$1.02,-,-,"approved / ADA Interest Earned",2026-02-13 06:00:00
NXTEWJWDqMWq2oU7C3mrhHBZNYyrL9j,Exchange To Withdraw,,EURX,646.86000000,EUR,646.86000000,$714.63,-,-,"approved / EURX to EUR",2026-02-13 00:00:00
NXTEQTmbme4gpCSoxKX0Qh58hDnKHovd,Withdraw Exchanged,,EUR,-646.86000000,EUR,646.86000000,$714.63,-,-,"approved / EUR withdrawal",2026-02-13 00:00:00
NXThE3hK4Etw5ylsn1SsXH8S,Interest,,BTC,0.00017195,BTC,0.00017195,$10.73,-,-,"approved / BTC Interest Earned",2026-02-12 06:00:00
NXTerOE1GbOCe3YEqtdjEqFpr6BZzA,Interest,,ETH,0.00383345,ETH,0.00383345,$14.73,-,-,"approved / ETH Interest Earned",2026-02-12 06:00:00
